User Id,Txn ID,Txn Amount,Txn Date,Txn Category,Txn Mode,Merchant Code,Merchant Name,Payment Network,Issuer Name
US001,T001,3500.0,2024/02/15,INCOME_WAGES,Direct Deposit,EMP01,Tech Corp Inc,ACH,Chase Bank
US001,T002,-150.0,2024/02/15,LOAN_PAYMENTS_CAR_PAYMENT,Automatic Debit,AUT01,AutoFinance LLC,ACH,Chase Bank
US001,T003,-89.99,2024/02/15,ENTERTAINMENT_VIDEO_GAMES,Credit Card,GAME01,Steam,Visa,Chase Bank
US001,T004,-45.0,2024/02/16,FOOD_AND_DRINK_RESTAURANT,Credit Card,REST01,Burger King,Mastercard,Capital One
US001,T005,-200.0,2024/02/16,ENTERTAINMENT_CASINOS_AND_GAMBLING,Debit Card,CAS01,Lucky Star Casino,Visa,Chase Bank
US001,T006,-75.5,2024/02/17,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,Credit Card,CLTH01,H&M,Amex,American Express
US001,T007,-120.0,2024/02/18,FOOD_AND_DRINK_GROCERIES,Debit Card,GROC01,Whole Foods,Visa,Chase Bank
US001,T008,-60.0,2024/02/18,ENTERTAINMENT_SPORTING_EVENTS_AMUSEMENT_PARKS_AND_MUSEUMS,Credit Card,EVNT01,Local Arena,Mastercard,Capital One
US001,T009,-35.0,2024/02/19,TRANSPORTATION_GAS,Debit Card,GAS01,Shell,Visa,Chase Bank
US001,T010,-1200.0,2024/02/20,RENT_AND_UTILITIES_RENT,Bank Transfer,RENT01,City Apartments,ACH,Chase Bank
US001,T011,-80.0,2024/02/20,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,MUS01,Spotify Annual,Visa,Chase Bank
US001,T012,-55.0,2024/02/21,FOOD_AND_DRINK_RESTAURANT,Credit Card,REST02,Cheesecake Factory,Amex,American Express
US001,T013,-300.0,2024/02/22,TRANSFER_OUT_SAVINGS,Bank Transfer,SAV01,High Yield Savings,ACH,Ally Bank
US001,T014,-40.0,2024/02/22,ENTERTAINMENT_TV_AND_MOVIES,Automatic Debit,STRM01,Netflix,Visa,Chase Bank
US001,T015,-150.0,2024/02/23,GENERAL_MERCHANDISE_ELECTRONICS,Credit Card,ELEC01,Best Buy,Mastercard,Capital One
US001,T016,-25.0,2024/02/23,FOOD_AND_DRINK_FAST_FOOD,Debit Card,FAST01,McDonald's,Visa,Chase Bank
US001,T017,-70.0,2024/02/24,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Automatic Debit,GYM01,24 Hour Fitness,ACH,Chase Bank
