User Id,Txn ID,Txn Amount,Txn Date,Txn Category,Txn Mode,Merchant Code,Merchant Name,Payment Network,Issuer Name
US001,A001,2750.00,2024/01/05,INCOME_WAGES,Direct Deposit,EMP01,TechCorp Inc.,ACH,Chase Bank
US001,B001,-45.67,2024/01/01,FOOD_AND_DRINK_GROCERIES,Debit Card,GR01,Whole Foods,Visa,Chase Bank
US001,B002,-12.99,2024/01/01,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,SP01,Spotify,Mastercard,Capital One
US001,B003,-9.99,2024/01/02,ENTERTAINMENT_TV_AND_MOVIES,Credit Card,NF01,Netflix,Visa,Chase Bank
US001,B004,-35.00,2024/01/02,GENERAL_SERVICES_EDUCATION,Credit Card,ED01,Coursera,Mastercard,Capital One
US001,B005,-22.50,2024/01/03,FOOD_AND_DRINK_RESTAURANT,Debit Card,RS01,Chipotle,Visa,Chase Bank
US001,B006,-15.99,2024/01/03,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Credit Card,GY01,Planet Fitness,Mastercard,Capital One
US001,B007,-65.00,2024/01/04,TRANSPORTATION_PUBLIC_TRANSIT,Debit Card,PT01,Metro Transit,Visa,Chase Bank
US001,B008,-8.50,2024/01/04,FOOD_AND_DRINK_COFFEE,Credit Card,CF01,Starbucks,Mastercard,Capital One
US001,B009,-120.00,2024/01/05,RENT_AND_UTILITIES_INTERNET_AND_CABLE,Bank Transfer,IC01,Comcast,ACH,Chase Bank
US001,B010,-18.75,2024/01/06,FOOD_AND_DRINK_GROCERIES,Debit Card,GR02,Trader Joe's,Visa,Chase Bank
US001,B011,-49.99,2024/01/07,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,Credit Card,CL01,H&M,Mastercard,Capital One
US001,B012,-30.00,2024/01/08,TRANSPORTATION_GAS,Debit Card,GS01,Shell,Visa,Chase Bank
US001,B013,-14.99,2024/01/08,ENTERTAINMENT_VIDEO_GAMES,Credit Card,GM01,Steam,Mastercard,Capital One
US001,B014,-55.00,2024/01/09,MEDICAL_PHARMACIES_AND_SUPPLEMENTS,Debit Card,PH01,CVS Pharmacy,Visa,Chase Bank
US001,B015,-25.00,2024/01/10,PERSONAL_CARE_HAIR_AND_BEAUTY,Credit Card,HB01,Sephora,Mastercard,Capital One
US001,B016,-40.00,2024/01/11,FOOD_AND_DRINK_RESTAURANT,Debit Card,RS02,Olive Garden,Visa,Chase Bank
US001,B017,-12.99,2024/01/11,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,SP01,Spotify,Mastercard,Capital One
US001,B018,-75.00,2024/01/12,GENERAL_MERCHANDISE_ELECTRONICS,Credit Card,EL01,Best Buy,Visa,Chase Bank
US001,B019,-22.50,2024/01/12,FOOD_AND_DRINK_GROCERIES,Debit Card,GR03,Aldi,Visa,Chase Bank
US001,B020,-35.00,2024/01/13,GENERAL_SERVICES_EDUCATION,Credit Card,ED01,Coursera,Mastercard,Capital One
US001,B021,-18.99,2024/01/13,ENTERTAINMENT_TV_AND_MOVIES,Credit Card,HU01,Hulu,Visa,Chase Bank
US001,B022,-45.00,2024/01/14,TRANSPORTATION_PUBLIC_TRANSIT,Debit Card,PT01,Metro Transit,Visa,Chase Bank
US001,B023,-9.50,2024/01/14,FOOD_AND_DRINK_COFFEE,Credit Card,CF02,Dunkin' Donuts,Mastercard,Capital One
US001,B024,-65.00,2024/01/15,FOOD_AND_DRINK_GROCERIES,Debit Card,GR04,Kroger,Visa,Chase Bank
US001,B025,-15.99,2024/01/15,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Credit Card,GY01,Planet Fitness,Mastercard,Capital One
US001,T001,-500.00,2024/01/15,TRANSFER_OUT_SAVINGS,Bank Transfer,SV01,Chase Savings,ACH,Chase Bank
