User Id,Txn ID,Txn Amount,Txn Date,Txn Category,Txn Mode,Merchant Code,Merchant Name,Payment Network,Issuer Name
US001,A001,3250.00,2023/04/01,INCOME_WAGES,Direct Deposit,EMP01,ABC Corporation,ACH,Chase Bank
US001,A002,-125.50,2023/04/01,FOOD_AND_DRINK_GROCERIES,Credit Card,GR01,Safeway,Visa,Chase Bank
US001,A003,-45.75,2023/04/02,FOOD_AND_DRINK_RESTAURANT,Credit Card,RS01,Olive Garden,Visa,Chase Bank
US001,A004,-35.00,2023/04/03,TRANSPORTATION_GAS,Credit Card,GS01,Shell,Visa,Chase Bank
US001,A005,-12.99,2023/04/03,ENTERTAINMENT_TV_AND_MOVIES,Debit Card,ST01,Netflix,Visa,Chase Bank
US001,A006,-85.00,2023/04/04,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,Credit Card,CL01,Macy's,Visa,Chase Bank
US001,A007,-22.50,2023/04/05,FOOD_AND_DRINK_FAST_FOOD,Credit Card,FF01,McDonald's,Visa,Chase Bank
US001,A008,-150.00,2023/04/05,RENT_AND_UTILITIES_INTERNET_AND_CABLE,ACH Transfer,UT01,Comcast,ACH,Chase Bank
US001,A009,-75.00,2023/04/06,TRANSPORTATION_GAS,Credit Card,GS02,Chevron,Visa,Chase Bank
US001,A010,-18.50,2023/04/07,FOOD_AND_DRINK_COFFEE,Credit Card,CF01,Starbucks,Visa,Chase Bank
US001,A011,-65.00,2023/04/07,ENTERTAINMENT_SPORTING_EVENTS_AMUSEMENT_PARKS_AND_MUSEUMS,Credit Card,EN01,Local Museum,Visa,Chase Bank
US001,A012,-1500.00,2023/04/08,RENT_AND_UTILITIES_RENT,ACH Transfer,LL01,Apartment Complex,ACH,Chase Bank
US001,A013,-95.00,2023/04/08,GENERAL_MERCHANDISE_ELECTRONICS,Credit Card,EL01,Best Buy,Visa,Chase Bank
US001,A014,-42.75,2023/04/09,FOOD_AND_DRINK_RESTAURANT,Credit Card,RS02,Red Lobster,Visa,Chase Bank
US001,A015,-200.00,2023/04/10,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,ACH Transfer,UT02,PG&E,ACH,Chase Bank
US001,A016,-30.00,2023/04/10,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Credit Card,GY01,24 Hour Fitness,Visa,Chase Bank
US001,A017,-55.00,2023/04/11,FOOD_AND_DRINK_GROCERIES,Credit Card,GR02,Trader Joe's,Visa,Chase Bank
US001,A018,-25.00,2023/04/11,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,MU01,Spotify,Visa,Chase Bank
US001,A019,-80.00,2023/04/12,GENERAL_MERCHANDISE_DEPARTMENT_STORES,Credit Card,DS01,Target,Visa,Chase Bank
US001,A020,-15.50,2023/04/12,FOOD_AND_DRINK_FAST_FOOD,Credit Card,FF02,Subway,Visa,Chase Bank
US001,A021,-40.00,2023/04/13,TRANSPORTATION_GAS,Credit Card,GS01,Shell,Visa,Chase Bank
US001,A022,-60.00,2023/04/13,MEDICAL_PHARMACIES_AND_SUPPLEMENTS,Credit Card,PH01,CVS Pharmacy,Visa,Chase Bank
US001,A023,-35.00,2023/04/14,FOOD_AND_DRINK_RESTAURANT,Credit Card,RS03,Applebee's,Visa,Chase Bank
US001,A024,-50.00,2023/04/14,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,Credit Card,OM01,Amazon,Visa,Chase Bank
US001,A025,-22.99,2023/04/15,ENTERTAINMENT_TV_AND_MOVIES,Credit Card,ST02,Hulu,Visa,Chase Bank
US001,A026,-75.00,2023/04/15,FOOD_AND_DRINK_GROCERIES,Credit Card,GR01,Safeway,Visa,Chase Bank
US001,A027,-30.00,2023/04/15,ENTERTAINMENT_CASINOS_AND_GAMBLING,Credit Card,CS01,Local Casino,Visa,Chase Bank
