User Id,Txn ID,Txn Amount,Txn Date,Txn Category,Txn Mode,Merchant Code,Merchant Name,Payment Network,Issuer Name
US001,T001,7500.00,2023/04/30,INCOME_WAGES,Direct Deposit,EMP01,Tech Solutions Inc,ACH,Wells Fargo
US001,T002,-2500.00,2023/04/30,LOAN_PAYMENTS_MORTGAGE_PAYMENT,Auto Debit,MTG01,HomeLoans Corp,ACH,Wells Fargo
US001,T003,-150.00,2023/04/30,LOAN_PAYMENTS_CAR_PAYMENT,Auto Debit,CAR01,AutoFinance LLC,ACH,Wells Fargo
US001,T004,-89.99,2023/04/30,RENT_AND_UTILITIES_INTERNET_AND_CABLE,Auto Debit,NET01,Comcast,ACH,Wells Fargo
US001,T005,-125.00,2023/04/29,FOOD_AND_DRINK_GROCERIES,Credit Card,GRO01,Whole Foods,VISA,Chase Sapphire
US001,T006,-75.50,2023/04/28,FOOD_AND_DRINK_RESTAURANT,Credit Card,RES01,Le Bistro,MASTERCARD,American Express
US001,T007,-199.99,2023/04/27,GENERAL_MERCHANDISE_ELECTRONICS,Credit Card,ELC01,Best Buy,VISA,Chase Sapphire
US001,T008,-45.00,2023/04/26,PERSONAL_CARE_HAIR_AND_BEAUTY,Credit Card,SAL01,Glamour Salon,MASTERCARD,American Express
US001,T009,-120.00,2023/04/25,MEDICAL_EYE_CARE,Credit Card,MED01,Vision Plus,VISA,Chase Sapphire
US001,T010,-80.00,2023/04/24,ENTERTAINMENT_TV_AND_MOVIES,Credit Card,ENT01,Netflix,VISA,Chase Sapphire
US001,T011,-250.00,2023/04/23,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,Credit Card,CLO01,Nordstrom,MASTERCARD,American Express
US001,T012,-35.00,2023/04/22,FOOD_AND_DRINK_RESTAURANT,Credit Card,RES02,Sushi Delight,VISA,Chase Sapphire
US001,T013,-150.00,2023/04/21,TRANSPORTATION_GAS,Credit Card,GAS01,Shell,MASTERCARD,American Express
US001,T014,-75.00,2023/04/20,ENTERTAINMENT_SPORTING_EVENTS_AMUSEMENT_PARKS_AND_MUSEUMS,Credit Card,ENT02,City Museum,VISA,Chase Sapphire
US001,T015,-200.00,2023/04/19,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,Credit Card,ONL01,Amazon,VISA,Chase Sapphire
US001,T016,-60.00,2023/04/18,FOOD_AND_DRINK_RESTAURANT,Credit Card,RES03,Olive Garden,MASTERCARD,American Express
US001,T017,-40.00,2023/04/17,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,MUS01,Spotify,VISA,Chase Sapphire
US001,T018,-180.00,2023/04/16,HOME_IMPROVEMENT_FURNITURE,Credit Card,FUR01,IKEA,MASTERCARD,American Express
US001,T019,-95.00,2023/04/16,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Auto Debit,GYM01,FitnessPro,ACH,Wells Fargo
US001,T020,-30.00,2023/04/16,FOOD_AND_DRINK_COFFEE,Credit Card,COF01,Starbucks,VISA,Chase Sapphire
US001,T021,-500.00,2023/04/20,TRANSFER_OUT_SAVINGS,Transfer,SAV01,Personal Savings,ACH,Wells Fargo
US001,T022,-1000.00,2023/04/25,TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS,Transfer,INV01,Vanguard 401k,ACH,Wells Fargo
US001,T023,-150.00,2023/04/30,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,Auto Debit,CCR01,Chase Credit Card,ACH,Wells Fargo
US001,T024,-200.00,2023/04/30,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,Auto Debit,CCR02,Amex Credit Card,ACH,Wells Fargo
US001,T025,-85.00,2023/04/17,FOOD_AND_DRINK_GROCERIES,Credit Card,GRO02,Trader Joe's,VISA,Chase Sapphire
US001,T026,-120.00,2023/04/22,GENERAL_MERCHANDISE_DEPARTMENT_STORES,Credit Card,DEP01,Macy's,MASTERCARD,American Express
US001,T027,-50.00,2023/04/24,ENTERTAINMENT_VIDEO_GAMES,Credit Card,GAM01,Steam,VISA,Chase Sapphire
US001,T028,-75.00,2023/04/26,MEDICAL_PHARMACIES_AND_SUPPLEMENTS,Credit Card,PHA01,CVS Pharmacy,MASTERCARD,American Express
US001,T029,-40.00,2023/04/28,FOOD_AND_DRINK_FAST_FOOD,Credit Card,FFD01,McDonald's,VISA,Chase Sapphire
US001,T030,-65.00,2023/04/29,PERSONAL_CARE_HAIR_AND_BEAUTY,Credit Card,BEA01,Sephora,MASTERCARD,American Express
US001,T031,-30.00,2023/04/30,ENTERTAINMENT_TV_AND_MOVIES,Credit Card,ENT03,Hulu,VISA,Chase Sapphire
US001,T032,-100.00,2023/04/18,GENERAL_SERVICES_EDUCATION,Credit Card,EDU01,Udemy,MASTERCARD,American Express
US001,T033,-55.00,2023/04/21,FOOD_AND_DRINK_RESTAURANT,Credit Card,RES04,Cheesecake Factory,VISA,Chase Sapphire
US001,T034,-25.00,2023/04/23,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,MUS02,iTunes,MASTERCARD,American Express
US001,T035,-70.00,2023/04/25,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,Credit Card,RID01,Uber,VISA,Chase Sapphire
