User Id,Txn ID,Txn Amount,Txn Date,Txn Category,Txn Mode,Merchant Code,Merchant Name,Payment Network,Issuer Name
US001,A001,3500.00,2023-06-30,INCOME_WAGES,Direct Deposit,EMP01,TechCorp Inc.,ACH,Chase Bank
US001,B001,-45.99,2023-06-30,FOOD_AND_DRINK_GROCERIES,Credit Card,GR01,Whole Foods,VISA,Chase Bank
US001,C001,-12.50,2023-06-29,FOOD_AND_DRINK_COFFEE,Credit Card,CF01,Starbucks,VISA,Chase Bank
US001,D001,-89.99,2023-06-29,ENTERTAINMENT_VIDEO_GAMES,Credit Card,GM01,Steam,VISA,Chase Bank
US001,E001,-35.00,2023-06-28,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Debit Card,FT01,24 Hour Fitness,VISA,Chase Bank
US001,F001,-65.75,2023-06-27,FOOD_AND_DRINK_RESTAURANT,Credit Card,RS01,Cheesecake Factory,VISA,Chase Bank
US001,G001,-29.99,2023-06-26,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,MS01,Spotify,VISA,Chase Bank
US001,H001,-42.50,2023-06-25,TRANSPORTATION_GAS,Credit Card,GS01,Shell,VISA,Chase Bank
US001,I001,-15.99,2023-06-24,FOOD_AND_DRINK_FAST_FOOD,Credit Card,FF01,Chipotle,VISA,Chase Bank
US001,J001,-129.99,2023-06-23,GENERAL_MERCHANDISE_ELECTRONICS,Credit Card,EL01,Best Buy,VISA,Chase Bank
US001,K001,-55.00,2023-06-22,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,Credit Card,CL01,H&M,VISA,Chase Bank
US001,L001,-12.50,2023-06-21,FOOD_AND_DRINK_COFFEE,Credit Card,CF01,Starbucks,VISA,Chase Bank
US001,M001,-18.99,2023-06-20,ENTERTAINMENT_TV_AND_MOVIES,Credit Card,ST01,Netflix,VISA,Chase Bank
US001,N001,-35.00,2023-06-19,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Debit Card,FT01,24 Hour Fitness,VISA,Chase Bank
US001,O001,-75.50,2023-06-18,FOOD_AND_DRINK_GROCERIES,Credit Card,GR02,Trader Joe's,VISA,Chase Bank
US001,P001,-22.99,2023-06-17,FOOD_AND_DRINK_FAST_FOOD,Credit Card,FF02,Domino's Pizza,VISA,Chase Bank
US001,Q001,-42.50,2023-06-16,TRANSPORTATION_GAS,Credit Card,GS01,Shell,VISA,Chase Bank
US001,R001,-14.99,2023-06-16,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,MS02,Apple Music,VISA,Chase Bank
US001,S001,-950.00,2023-06-15,RENT_AND_UTILITIES_RENT,Bank Transfer,LL01,Oakwood Apartments,ACH,Chase Bank
US001,T001,-89.99,2023-06-15,RENT_AND_UTILITIES_INTERNET_AND_CABLE,Credit Card,IC01,Comcast,VISA,Chase Bank
US001,U001,-65.00,2023-06-15,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,Bank Transfer,UT01,PG&E,ACH,Chase Bank
US001,V001,-45.00,2023-06-15,RENT_AND_UTILITIES_WATER,Bank Transfer,UT02,City Water,ACH,Chase Bank
US001,W001,-12.50,2023-06-15,FOOD_AND_DRINK_COFFEE,Credit Card,CF01,Starbucks,VISA,Chase Bank
US001,X001,-59.99,2023-06-15,GENERAL_MERCHANDISE_SPORTING_GOODS,Credit Card,SG01,Nike,VISA,Chase Bank
US001,Y001,-35.00,2023-06-15,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Debit Card,FT01,24 Hour Fitness,VISA,Chase Bank
US001,Z001,-25.99,2023-06-15,FOOD_AND_DRINK_FAST_FOOD,Credit Card,FF03,Five Guys,VISA,Chase Bank
US001,AA01,-42.50,2023-06-14,TRANSPORTATION_GAS,Credit Card,GS01,Shell,VISA,Chase Bank
US001,AB01,-15.99,2023-06-14,FOOD_AND_DRINK_FAST_FOOD,Credit Card,FF01,Chipotle,VISA,Chase Bank
US001,AC01,-79.99,2023-06-13,GENERAL_MERCHANDISE_ELECTRONICS,Credit Card,EL02,Amazon,VISA,Chase Bank
US001,AD01,-45.00,2023-06-12,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,Credit Card,CL02,Uniqlo,VISA,Chase Bank
US001,AE01,-12.50,2023-06-11,FOOD_AND_DRINK_COFFEE,Credit Card,CF01,Starbucks,VISA,Chase Bank
US001,AF01,-35.00,2023-06-10,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Debit Card,FT01,24 Hour Fitness,VISA,Chase Bank
US001,AG01,-55.75,2023-06-09,FOOD_AND_DRINK_RESTAURANT,Credit Card,RS02,Olive Garden,VISA,Chase Bank
US001,AH01,-42.50,2023-06-08,TRANSPORTATION_GAS,Credit Card,GS01,Shell,VISA,Chase Bank
