User Id,Txn ID,Txn Amount,Txn Date,Txn Category,Txn Mode,Merchant Code,Merchant Name,Payment Network,Issuer Name
US001,A001,3500.00,2023/04/01,INCOME_WAGES,Direct Deposit,EMP01,TechCorp Inc.,ACH,Chase Bank
US001,A002,-45.67,2023/04/01,FOOD_AND_DRINK_GROCERIES,Debit Card,GR01,Whole Foods,Visa,Chase Bank
US001,A003,-12.99,2023/04/02,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,MU01,Spotify,Mastercard,Capital One
US001,A004,-35.50,2023/04/02,FOOD_AND_DRINK_RESTAURANT,Credit Card,RE01,Cheesecake Factory,Visa,Chase Bank
US001,A005,-89.99,2023/04/03,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,Credit Card,CL01,Nordstrom,Mastercard,Capital One
US001,A006,-15.00,2023/04/03,TRANSPORTATION_PARKING,Debit Card,PK01,City Parking,Visa,Chase Bank
US001,A007,-55.23,2023/04/04,TRANSPORTATION_GAS,Credit Card,GS01,Shell,Visa,Chase Bank
US001,A008,-9.99,2023/04/04,ENTERTAINMENT_TV_AND_MOVIES,Credit Card,TV01,Netflix,Mastercard,Capital One
US001,A009,-22.50,2023/04/05,FOOD_AND_DRINK_FAST_FOOD,Debit Card,FF01,McDonald's,Visa,Chase Bank
US001,A010,-75.00,2023/04/05,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Credit Card,GY01,24 Hour Fitness,Mastercard,Capital One
US001,A011,-18.99,2023/04/06,FOOD_AND_DRINK_BEER_WINE_AND_LIQUOR,Debit Card,LQ01,BevMo,Visa,Chase Bank
US001,A012,-32.50,2023/04/07,ENTERTAINMENT_SPORTING_EVENTS_AMUSEMENT_PARKS_AND_MUSEUMS,Credit Card,EN01,Local Cinema,Visa,Chase Bank
US001,A013,-1200.00,2023/04/07,RENT_AND_UTILITIES_RENT,ACH Transfer,RT01,Apartment Complex,ACH,Chase Bank
US001,A014,-65.00,2023/04/08,GENERAL_MERCHANDISE_ELECTRONICS,Credit Card,EL01,Best Buy,Mastercard,Capital One
US001,A015,-28.75,2023/04/08,FOOD_AND_DRINK_RESTAURANT,Debit Card,RE02,Chipotle,Visa,Chase Bank
US001,A016,-120.00,2023/04/09,RENT_AND_UTILITIES_INTERNET_AND_CABLE,ACH Transfer,IC01,Comcast,ACH,Chase Bank
US001,A017,-45.00,2023/04/09,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,Credit Card,RS01,Uber,Visa,Chase Bank
US001,A018,-15.99,2023/04/10,FOOD_AND_DRINK_COFFEE,Debit Card,CF01,Starbucks,Visa,Chase Bank
US001,A019,-80.00,2023/04/10,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,Credit Card,OM01,Amazon,Mastercard,Capital One
US001,A020,-60.00,2023/04/11,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,ACH Transfer,UT01,PG&E,ACH,Chase Bank
US001,A021,-25.00,2023/04/11,ENTERTAINMENT_VIDEO_GAMES,Credit Card,VG01,Steam,Visa,Chase Bank
US001,A022,-42.50,2023/04/12,FOOD_AND_DRINK_GROCERIES,Debit Card,GR02,Trader Joe's,Visa,Chase Bank
US001,A023,-30.00,2023/04/12,PERSONAL_CARE_HAIR_AND_BEAUTY,Credit Card,HB01,Great Clips,Mastercard,Capital One
US001,A024,-55.00,2023/04/13,TRANSPORTATION_GAS,Credit Card,GS02,Chevron,Visa,Chase Bank
US001,A025,-18.50,2023/04/13,FOOD_AND_DRINK_FAST_FOOD,Debit Card,FF02,Burger King,Visa,Chase Bank
US001,A026,-40.00,2023/04/14,ENTERTAINMENT_CASINOS_AND_GAMBLING,Credit Card,CG01,DraftKings,Mastercard,Capital One
US001,A027,-22.99,2023/04/14,GENERAL_MERCHANDISE_PET_SUPPLIES,Debit Card,PS01,Petco,Visa,Chase Bank
US001,A028,-85.00,2023/04/15,FOOD_AND_DRINK_RESTAURANT,Credit Card,RE03,Olive Garden,Visa,Chase Bank
US001,A029,-12.99,2023/04/15,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,MU02,Apple Music,Mastercard,Capital One
US001,A030,-50.00,2023/04/15,GENERAL_SERVICES_INSURANCE,ACH Transfer,IN01,State Farm,ACH,Chase Bank
