User Id,Txn ID,Txn Amount,Txn Date,Txn Category,Txn Mode,Merchant Code,Merchant Name,Payment Network,Issuer Name
US001,T001,3500.00,2024-02-29,INCOME_WAGES,Direct Deposit,EMP01,Tech Solutions Inc.,ACH,Chase Bank
US001,T002,-45.67,2024-02-29,FOOD_AND_DRINK_GROCERIES,Credit Card,GR01,Whole Foods,Visa,Chase Bank
US001,T003,-12.99,2024-02-28,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,SP01,Spotify,Visa,Chase Bank
US001,T004,-89.99,2024-02-28,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,Credit Card,FN01,Nike,Visa,Chase Bank
US001,T005,-15.00,2024-02-27,FOOD_AND_DRINK_COFFEE,Credit Card,SB01,Starbucks,Visa,Chase Bank
US001,T006,-65.50,2024-02-27,FOOD_AND_DRINK_RESTAURANT,Credit Card,RS01,Cheesecake Factory,Visa,Chase Bank
US001,T007,-9.99,2024-02-26,ENTERTAINMENT_TV_AND_MOVIES,Credit Card,NF01,Netflix,Visa,Chase Bank
US001,T008,-35.00,2024-02-26,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Credit Card,GY01,24 Hour Fitness,Visa,Chase Bank
US001,T009,-22.50,2024-02-25,TRANSPORTATION_GAS,Credit Card,GS01,Shell,Visa,Chase Bank
US001,T010,-150.00,2024-02-25,GENERAL_MERCHANDISE_ELECTRONICS,Credit Card,BB01,Best Buy,Visa,Chase Bank
US001,T011,-14.99,2024-02-24,ENTERTAINMENT_VIDEO_GAMES,Credit Card,ST01,Steam,Visa,Chase Bank
US001,T012,-45.00,2024-02-24,FOOD_AND_DRINK_FAST_FOOD,Credit Card,MD01,McDonald's,Visa,Chase Bank
US001,T013,-75.00,2024-02-23,GENERAL_MERCHANDISE_SPORTING_GOODS,Credit Card,DS01,Dick's Sporting Goods,Visa,Chase Bank
US001,T014,-30.00,2024-02-22,ENTERTAINMENT_SPORTING_EVENTS_AMUSEMENT_PARKS_AND_MUSEUMS,Credit Card,AM01,Local Museum,Visa,Chase Bank
US001,T015,-55.00,2024-02-21,FOOD_AND_DRINK_RESTAURANT,Credit Card,RS02,Olive Garden,Visa,Chase Bank
US001,T016,-18.99,2024-02-20,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,Credit Card,AZ01,Amazon,Visa,Chase Bank
US001,T017,-40.00,2024-02-19,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,Credit Card,UB01,Uber,Visa,Chase Bank
US001,T018,-25.00,2024-02-18,FOOD_AND_DRINK_BEER_WINE_AND_LIQUOR,Credit Card,LQ01,Total Wine,Visa,Chase Bank
US001,T019,-60.00,2024-02-17,PERSONAL_CARE_HAIR_AND_BEAUTY,Credit Card,SL01,Supercuts,Visa,Chase Bank
US001,T020,-12.99,2024-02-28,ENTERTAINMENT_MUSIC_AND_AUDIO,Credit Card,SP01,Spotify,Visa,Chase Bank
US001,T021,-35.00,2024-02-26,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Credit Card,GY01,24 Hour Fitness,Visa,Chase Bank
US001,T022,-15.00,2024-02-20,FOOD_AND_DRINK_COFFEE,Credit Card,SB01,Starbucks,Visa,Chase Bank
US001,T023,-9.99,2024-02-19,ENTERTAINMENT_TV_AND_MOVIES,Credit Card,NF01,Netflix,Visa,Chase Bank
US001,T024,-50.00,2024-02-18,FOOD_AND_DRINK_GROCERIES,Credit Card,GR02,Trader Joe's,Visa,Chase Bank
US001,T025,-30.00,2024-02-17,TRANSPORTATION_GAS,Credit Card,GS02,Chevron,Visa,Chase Bank
US001,T026,-20.00,2024-02-16,FOOD_AND_DRINK_FAST_FOOD,Credit Card,SW01,Subway,Visa,Chase Bank
US001,T027,-75.00,2024-02-15,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,Credit Card,UN01,Uniqlo,Visa,Chase Bank
US001,T028,-45.00,2024-02-15,ENTERTAINMENT_VIDEO_GAMES,Credit Card,GM01,GameStop,Visa,Chase Bank
US001,T029,-8.99,2024-02-15,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,Credit Card,AZ01,Amazon,Visa,Chase Bank
US001,T030,-65.00,2024-02-15,FOOD_AND_DRINK_RESTAURANT,Credit Card,RS03,Red Lobster,Visa,Chase Bank
US001,T031,-25.00,2024-02-15,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,Credit Card,GY02,Planet Fitness,Visa,Chase Bank
US001,T032,-40.00,2024-02-15,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,Credit Card,LY01,Lyft,Visa,Chase Bank
US001,T033,-15.00,2024-02-15,FOOD_AND_DRINK_COFFEE,Credit Card,SB01,Starbucks,Visa,Chase Bank
US001,T034,-22.99,2024-02-15,GENERAL_MERCHANDISE_BOOKSTORES_AND_NEWSSTANDS,Credit Card,BN01,Barnes & Noble,Visa,Chase Bank
US001,T035,-18.50,2024-02-15,FOOD_AND_DRINK_FAST_FOOD,Credit Card,CFA1,Chick-fil-A,Visa,Chase Bank
